Fecha;Canal;Hora;Programa;Espectadores;Share(%);
2019-04-03;Real-Madrid;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Real-Madrid;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Real-Madrid;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TELEDEPORTE;11:00;ESTUDIO ESTADIO;41.000;1.3%;
2019-04-03;TELEDEPORTE;13:00;GUERRERAS DHF;25.000;0.5%;
2019-04-03;TELEDEPORTE;13:37;FUTBOL SALA:LIGA NACIONAL(D) / INTER MOVISTAR-BARCELONA;36.000;0.4%;
2019-04-03;TELEDEPORTE;15:27;FAST FUT;26.000;0.2%;
2019-04-03;TELEDEPORTE;18:45;ZAPPING CONEXION TDP;44.000;0.5%;
2019-04-03;TELEDEPORTE;19:38;AUTOMOVILISMO:CAMPEONATO DEL MUNDO RALLYS RESUMEN / RALLY DE CORCEGA;50.000;0.5%;
2019-04-03;TELEDEPORTE;20:30;CONEXION TDP;40.000;0.3%;
2019-04-03;TELEDEPORTE;20:59;RUGBY:CAMPEONATO DE EUROPA(D) / ESPAÑA-HOLANDA:FEMENINO;30.000;0.2%;
2019-04-03;TELEDEPORTE;23:00;ESTUDIO ESTADIO;101.000;0.7%;
2019-04-03;TELEDEPORTE;00:34;PATINAJE ARTISTICO:CAMPEONATO DEL MUNDO(D) / GALA EXHIBICION;31.000;0.6%;
2019-04-04;TELEDEPORTE;02:30;PATINAJE ARTISTICO:CAMPEONATO DEL MUNDO(D) / GALA EXHIBICION;23.000;1.2%;
2019-04-04;TELEDEPORTE;16:33;PASION RUGBY;20.000;0.2%;
2019-04-04;TELEDEPORTE;16:54;MOTO AVENUE;20.000;0.2%;
2019-04-04;TELEDEPORTE;17:37;FUTBOL:LIGA ESPAÑOLA RESUMEN;26.000;0.3%;
2019-04-04;TELEDEPORTE;18:48;PATINAJE ARTISTICO:CAMPEONATO DEL MUNDO(D) / GALA DE EXHIBICION;23.000;0.2%;
2019-04-04;TELEDEPORTE;20:30;CONEXION TDP;35.000;0.3%;
2019-04-04;TELEDEPORTE;21:02;ATLETISMO:CROSS CAMPEONATO DEL MUNDO(D);31.000;0.2%;
2019-04-04;TELEDEPORTE;22:44;OBJETIVO TOKIO;21.000;0.1%;
2019-04-04;TELEDEPORTE;23:00;ESTUDIO ESTADIO;85.000;0.6%;
2019-04-04;TELEDEPORTE;00:43;FUTBOL SALA:LIGA NACIONAL(D) / INTER MOVISTAR-BARCELONA;16.000;0.3%;
2019-04-05;TELEDEPORTE;10:56;ESTUDIO ESTADIO;18.000;0.6%;
2019-04-05;TELEDEPORTE;13:17;FUTBOL:LIGA ESPAÑOLA RESUMEN;26.000;0.3%;
2019-04-05;TELEDEPORTE;15:18;ENDURO:CAMPEONATO DEL MUNDO RESUMEN;17.000;0.1%;
2019-04-05;TELEDEPORTE;17:12;FUTBOL:LIGA ESPAÑOLA RESUMEN;41.000;0.4%;
2019-04-05;TELEDEPORTE;18:31;FUTBOL:AMISTOSO FEMENINO / ESPAÑA-BRASIL;113.000;1.1%;
2019-04-05;TELEDEPORTE;20:27;CONEXION TDP;67.000;0.5%;
2019-04-05;TELEDEPORTE;21:02;BALONMANO:LIGA FEMENINA / CASTELLON-GUARDES;33.000;0.2%;
2019-04-05;TELEDEPORTE;22:36;BAILES DEPORTIVOS:GRAND SLAM STANDARD(D) / SHANGHAI;29.000;0.2%;
2019-04-05;TELEDEPORTE;23:33;BAILES DEPORTIVOS:GRAND SLAM LATINO(D) / SHANGHAI;55.000;0.4%;
2019-04-05;TELEDEPORTE;00:40;FUTBOL:AMISTOSO FEMENINO(D) / ESPAÑA-BRASIL;20.000;0.4%;
2019-04-03;TELEDEPORTE;11:00;ESTUDIO ESTADIO;41.000;1.3%;
2019-04-03;TELEDEPORTE;13:00;GUERRERAS DHF;25.000;0.5%;
2019-04-03;TELEDEPORTE;13:37;FUTBOL SALA:LIGA NACIONAL(D) / INTER MOVISTAR-BARCELONA;36.000;0.4%;
2019-04-03;TELEDEPORTE;15:27;FAST FUT;26.000;0.2%;
2019-04-03;TELEDEPORTE;18:45;ZAPPING CONEXION TDP;44.000;0.5%;
2019-04-03;TELEDEPORTE;19:38;AUTOMOVILISMO:CAMPEONATO DEL MUNDO RALLYS RESUMEN / RALLY DE CORCEGA;50.000;0.5%;
2019-04-03;TELEDEPORTE;20:30;CONEXION TDP;40.000;0.3%;
2019-04-03;TELEDEPORTE;20:59;RUGBY:CAMPEONATO DE EUROPA(D) / ESPAÑA-HOLANDA:FEMENINO;30.000;0.2%;
2019-04-03;TELEDEPORTE;23:00;ESTUDIO ESTADIO;101.000;0.7%;
2019-04-03;TELEDEPORTE;00:34;PATINAJE ARTISTICO:CAMPEONATO DEL MUNDO(D) / GALA EXHIBICION;31.000;0.6%;
2019-04-04;TELEDEPORTE;02:30;PATINAJE ARTISTICO:CAMPEONATO DEL MUNDO(D) / GALA EXHIBICION;23.000;1.2%;
2019-04-04;TELEDEPORTE;16:33;PASION RUGBY;20.000;0.2%;
2019-04-04;TELEDEPORTE;16:54;MOTO AVENUE;20.000;0.2%;
2019-04-04;TELEDEPORTE;17:37;FUTBOL:LIGA ESPAÑOLA RESUMEN;26.000;0.3%;
2019-04-04;TELEDEPORTE;18:48;PATINAJE ARTISTICO:CAMPEONATO DEL MUNDO(D) / GALA DE EXHIBICION;23.000;0.2%;
2019-04-04;TELEDEPORTE;20:30;CONEXION TDP;35.000;0.3%;
2019-04-04;TELEDEPORTE;21:02;ATLETISMO:CROSS CAMPEONATO DEL MUNDO(D);31.000;0.2%;
2019-04-04;TELEDEPORTE;22:44;OBJETIVO TOKIO;21.000;0.1%;
2019-04-04;TELEDEPORTE;23:00;ESTUDIO ESTADIO;85.000;0.6%;
2019-04-04;TELEDEPORTE;00:43;FUTBOL SALA:LIGA NACIONAL(D) / INTER MOVISTAR-BARCELONA;16.000;0.3%;
2019-04-05;TELEDEPORTE;10:56;ESTUDIO ESTADIO;18.000;0.6%;
2019-04-05;TELEDEPORTE;13:17;FUTBOL:LIGA ESPAÑOLA RESUMEN;26.000;0.3%;
2019-04-05;TELEDEPORTE;15:18;ENDURO:CAMPEONATO DEL MUNDO RESUMEN;17.000;0.1%;
2019-04-05;TELEDEPORTE;17:12;FUTBOL:LIGA ESPAÑOLA RESUMEN;41.000;0.4%;
2019-04-05;TELEDEPORTE;18:31;FUTBOL:AMISTOSO FEMENINO / ESPAÑA-BRASIL;113.000;1.1%;
2019-04-05;TELEDEPORTE;20:27;CONEXION TDP;67.000;0.5%;
2019-04-05;TELEDEPORTE;21:02;BALONMANO:LIGA FEMENINA / CASTELLON-GUARDES;33.000;0.2%;
2019-04-05;TELEDEPORTE;22:36;BAILES DEPORTIVOS:GRAND SLAM STANDARD(D) / SHANGHAI;29.000;0.2%;
2019-04-05;TELEDEPORTE;23:33;BAILES DEPORTIVOS:GRAND SLAM LATINO(D) / SHANGHAI;55.000;0.4%;
2019-04-05;TELEDEPORTE;00:40;FUTBOL:AMISTOSO FEMENINO(D) / ESPAÑA-BRASIL;20.000;0.4%;
2019-04-03;Ten;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Ten;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Ten;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Ten;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Ten;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Ten;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TRECE;11:00;SANTA MISA;92.000;3.2%;
2019-04-03;TRECE;14:30;AL DIA;90.000;0.8%;
2019-04-03;TRECE;14:56;SESION DOBLE / TARZAN EL JUSTICIERO;203.000;1.7%;
2019-04-03;TRECE;16:39;SESION DOBLE / FUEGO VERDE;231.000;2.3%;
2019-04-03;TRECE;18:41;CINE WESTERN:PRESENTACION / EL ASALTO DE PHANTOM HILL;405.000;4%;
2019-04-03;TRECE;18:45;CINE WESTERN / EL ASALTO DE PHANTOM HILL;410.000;4%;
2019-04-03;TRECE;20:30;TRECE AL DIA;174.000;1.1%;
2019-04-03;TRECE;22:30;EL CASCABEL:PREVIO;299.000;1.6%;
2019-04-03;TRECE;23:00;EL CASCABEL;345.000;2.5%;
2019-04-03;TRECE;00:33;EL COMISARIO / APUESTA MORTAL;105.000;1.5%;
2019-04-04;TRECE;11:00;SANTA MISA;107.000;3.8%;
2019-04-04;TRECE;12:40;CINE / GRAN DUELO AL AMANECER;103.000;1.8%;
2019-04-04;TRECE;14:52;SESION DOBLE / CRUCE DE DESTINOS(1956);201.000;1.7%;
2019-04-04;TRECE;16:55;SESION DOBLE / SAFARI EN MALASIA;312.000;3.2%;
2019-04-04;TRECE;18:54;CINE WESTERN:PRESENTACION / EL VIGILANTE DE LA DILIGENCIA;425.000;4.2%;
2019-04-04;TRECE;18:57;CINE WESTERN / EL VIGILANTE DE LA DILIGENCIA;428.000;4.2%;
2019-04-04;TRECE;20:30;TRECE AL DIA;182.000;1.1%;
2019-04-04;TRECE;22:32;EL CASCABEL:PREVIO;346.000;1.8%;
2019-04-04;TRECE;22:57;EL CASCABEL;414.000;2.9%;
2019-04-04;TRECE;00:31;EL COMISARIO / LA CARA OCULTA DE LA ESTUDIANTE;123.000;1.9%;
2019-04-05;TRECE;11:00;SANTA MISA;109.000;3.6%;
2019-04-05;TRECE;12:36;CINE / DESENFUNDA;138.000;2.2%;
2019-04-05;TRECE;14:30;AL DIA;115.000;1.1%;
2019-04-05;TRECE;14:55;SESION DOBLE / SU MAJESTAD DE LOS MARES DEL SUR;240.000;2%;
2019-04-05;TRECE;16:40;SESION DOBLE / CALLEJON SANGRIENTO;355.000;3.2%;
2019-04-05;TRECE;18:57;CINE WESTERN / RIO APACHE;395.000;3.7%;
2019-04-05;TRECE;20:30;TRECE AL DIA;157.000;1.2%;
2019-04-05;TRECE;22:01;FE EN EL CINE:PRESENTACION / THOMAS;259.000;1.6%;
2019-04-05;TRECE;22:02;FE EN EL CINE / THOMAS;260.000;1.6%;
2019-04-05;TRECE;23:32;EL CINE CLUB DE FE EN EL CINE;103.000;0.7%;
2019-04-03;TRECE;11:00;SANTA MISA;92.000;3.2%;
2019-04-03;TRECE;14:30;AL DIA;90.000;0.8%;
2019-04-03;TRECE;14:56;SESION DOBLE / TARZAN EL JUSTICIERO;203.000;1.7%;
2019-04-03;TRECE;16:39;SESION DOBLE / FUEGO VERDE;231.000;2.3%;
2019-04-03;TRECE;18:41;CINE WESTERN:PRESENTACION / EL ASALTO DE PHANTOM HILL;405.000;4%;
2019-04-03;TRECE;18:45;CINE WESTERN / EL ASALTO DE PHANTOM HILL;410.000;4%;
2019-04-03;TRECE;20:30;TRECE AL DIA;174.000;1.1%;
2019-04-03;TRECE;22:30;EL CASCABEL:PREVIO;299.000;1.6%;
2019-04-03;TRECE;23:00;EL CASCABEL;345.000;2.5%;
2019-04-03;TRECE;00:33;EL COMISARIO / APUESTA MORTAL;105.000;1.5%;
2019-04-04;TRECE;11:00;SANTA MISA;107.000;3.8%;
2019-04-04;TRECE;12:40;CINE / GRAN DUELO AL AMANECER;103.000;1.8%;
2019-04-04;TRECE;14:52;SESION DOBLE / CRUCE DE DESTINOS(1956);201.000;1.7%;
2019-04-04;TRECE;16:55;SESION DOBLE / SAFARI EN MALASIA;312.000;3.2%;
2019-04-04;TRECE;18:54;CINE WESTERN:PRESENTACION / EL VIGILANTE DE LA DILIGENCIA;425.000;4.2%;
2019-04-04;TRECE;18:57;CINE WESTERN / EL VIGILANTE DE LA DILIGENCIA;428.000;4.2%;
2019-04-04;TRECE;20:30;TRECE AL DIA;182.000;1.1%;
2019-04-04;TRECE;22:32;EL CASCABEL:PREVIO;346.000;1.8%;
2019-04-04;TRECE;22:57;EL CASCABEL;414.000;2.9%;
2019-04-04;TRECE;00:31;EL COMISARIO / LA CARA OCULTA DE LA ESTUDIANTE;123.000;1.9%;
2019-04-05;TRECE;11:00;SANTA MISA;109.000;3.6%;
2019-04-05;TRECE;12:36;CINE / DESENFUNDA;138.000;2.2%;
2019-04-05;TRECE;14:30;AL DIA;115.000;1.1%;
2019-04-05;TRECE;14:55;SESION DOBLE / SU MAJESTAD DE LOS MARES DEL SUR;240.000;2%;
2019-04-05;TRECE;16:40;SESION DOBLE / CALLEJON SANGRIENTO;355.000;3.2%;
2019-04-05;TRECE;18:57;CINE WESTERN / RIO APACHE;395.000;3.7%;
2019-04-05;TRECE;20:30;TRECE AL DIA;157.000;1.2%;
2019-04-05;TRECE;22:01;FE EN EL CINE:PRESENTACION / THOMAS;259.000;1.6%;
2019-04-05;TRECE;22:02;FE EN EL CINE / THOMAS;260.000;1.6%;
2019-04-05;TRECE;23:32;EL CINE CLUB DE FE EN EL CINE;103.000;0.7%;
2019-04-03;PROGRAMACION-DE-ARAGON-TELEVISION-CPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;PROGRAMACION-DE-ARAGON-TELEVISION-CPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;PROGRAMACION-DE-ARAGON-TELEVISION-CPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;PROGRAMACION-DE-ARAGON-TELEVISION-CPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;PROGRAMACION-DE-ARAGON-TELEVISION-CPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;PROGRAMACION-DE-ARAGON-TELEVISION-CPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;CANAL-SUR;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;CANAL-SUR;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;CANAL-SUR;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;CANAL-SUR;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;CANAL-SUR;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;CANAL-SUR;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;ETB;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;ETB;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;ETB;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;ETB;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;ETB;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;ETB;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TELEMADRID;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;TELEMADRID;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;TELEMADRID;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TELEMADRID;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;TELEMADRID;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;TELEMADRID;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TELEVISION-DE-GALICIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;TELEVISION-DE-GALICIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;TELEVISION-DE-GALICIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TELEVISION-DE-GALICIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;TELEVISION-DE-GALICIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;TELEVISION-DE-GALICIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TVVAT;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;TVVAT;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;TVVAT;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TVVAT;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;TVVAT;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;TVVAT;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Canal-0;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Canal-0;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Canal-0;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Canal-0;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Canal-0;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Canal-0;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-SERIES;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-SERIES;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-SERIES;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-SERIES;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-SERIES;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-SERIES;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-Series-Xtra;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-Series-Xtra;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-Series-Xtra;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-Series-Xtra;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-Series-Xtra;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-Series-Xtra;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;FOX-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;FOX-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;FOX-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;FOX-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;FOX-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;FOX-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;AXN;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;AXN;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;AXN;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;AXN;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;AXN;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;AXN;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TNT-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;TNT-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;TNT-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TNT-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;TNT-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;TNT-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Comedy-Central;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Comedy-Central;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Comedy-Central;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Comedy-Central;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Comedy-Central;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Comedy-Central;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;CALLE-13-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;CALLE-13-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;CALLE-13-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;CALLE-13-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;CALLE-13-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;CALLE-13-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;COSMOPOLITAN-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;COSMOPOLITAN-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;COSMOPOLITAN-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;COSMOPOLITAN-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;COSMOPOLITAN-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;COSMOPOLITAN-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;PROGRAMACION-DE-AMC;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;PROGRAMACION-DE-AMC;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;PROGRAMACION-DE-AMC;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;PROGRAMACION-DE-AMC;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;PROGRAMACION-DE-AMC;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;PROGRAMACION-DE-AMC;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;FOX-Life-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;FOX-Life-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;FOX-Life-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;FOX-Life-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;FOX-Life-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;FOX-Life-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;AXN-WHITE-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;AXN-WHITE-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;AXN-WHITE-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;AXN-WHITE-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;AXN-WHITE-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;AXN-WHITE-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;SYFY-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;SYFY-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;SYFY-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;SYFY-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;SYFY-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;SYFY-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Non-Stop-People;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Non-Stop-People;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Non-Stop-People;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Non-Stop-People;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Non-Stop-People;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Non-Stop-People;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;MTV;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;MTV;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;MTV;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;MTV;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;MTV;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;MTV;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-Estrenos;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-Estrenos;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-Estrenos;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-Estrenos;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-Estrenos;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-Estrenos;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-XTRA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-XTRA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-XTRA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-XTRA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-XTRA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-XTRA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-ACCION;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-ACCION;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-ACCION;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-ACCION;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-ACCION;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-ACCION;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-COMEDIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-COMEDIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-COMEDIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-COMEDIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-COMEDIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-COMEDIA;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-DCINE;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-DCINE;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-DCINE;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-DCINE;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-DCINE;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-DCINE;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-Cine-n;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-Cine-n;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-Cine-n;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Movistar-Cine-n;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Movistar-Cine-n;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Movistar-Cine-n;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TCM-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;TCM-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;TCM-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;TCM-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;TCM-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;TCM-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;HOLLYWOOD-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;HOLLYWOOD-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;HOLLYWOOD-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;HOLLYWOOD-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;HOLLYWOOD-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;HOLLYWOOD-DPLUS;No disponemos de datos de audiencias para la fecha solicitada.;
